dataset	line	retained_pass	best_pass	required_id	diagnostic_id	source_nodes	ordinary_nodes	after_p7e_nodes	retained_nodes	best_nodes	source_hash	ordinary_hash	after_p7e_hash	retained_hash	best_hash	required_pair_hash	diagnostic_pair_hash	source	ordinary	after_p7e	retained_candidate	best_candidate
loki_tiny.csv	3919	p9l	p9l_base	required_p9l_loki_tiny_csv_3919	diagnostic_p9l_base_loki_tiny_csv_3919	46	21	21	3	3	d7c76e62b6d6e1e8	90fc4760dbd8d094	90fc4760dbd8d094	536a9b6c358c7562	536a9b6c358c7562	60a95fb7ea6ab621	d601a42b3a1a8997	(((-0x1) * v0 & ~ (v0 & v0 + v0)) + ~ v1 ^ (-0x1) * ~ (((-0x1) * v0 & ~ (v0 & v0 + v0)) + ~ v1) & ~ (v0 + v1) | ~ (v0 + v1)) ^ (v0 + v1 | ~ (v0 + v1))	v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0))	v0 + v1 + (-0x1) * (v0 + v1 & (-0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x2 * v0 & (-0x1) * v0))	v0 + v1	v0 + v1
loki_tiny.csv	3928	p7e	p9l_base	required_p7e_loki_tiny_csv_3928	diagnostic_p9l_base_loki_tiny_csv_3928	167	35	5	5	3	fc24849cb5ec9666	89d5747db5e42801	3d54a8dc81ba06e8	3d54a8dc81ba06e8	536a9b6c358c7562	528e6902ecb36b3b	c26c502126a1cf8a	~ (v0 + ~ (v0 + (v0 + v1) | ~ ((-0x1) * (v0 + (v0 + v1)) + ~ ((-0x1) * (v0 + (v0 + v1)) | (~ (v0 ^ v0 + v1) ^ ~ (v0 + v1)) + (v0 + v1))))) + (-0x1) * ~ (v0 + ~ (v0 + (v0 + v1) | ~ ((-0x1) * (v0 + (v0 + v1)) + ~ ((-0x1) * (v0 + (v0 + v1)) | (~ (v0 ^ v0 + v1) ^ ~ (v0 + v1)) + (v0 + v1)))) | (v0 + ~ (v0 + (v0 + v1) | ~ ((-0x1) * (v0 + (v0 + v1)) + ~ ((-0x1) * (v0 + (v0 + v1)) | (~ (v0 ^ v0 + v1) ^ ~ (v0 + v1)) + (v0 + v1))))) + ~ (v0 + ~ (v0 + (v0 + v1) | ~ ((-0x1) * (v0 + (v0 + v1)) + ~ ((-0x1) * (v0 + (v0 + v1)) | (~ (v0 ^ v0 + v1) ^ ~ (v0 + v1)) + (v0 + v1))))))	v0 + v1 + (-0x1) * (v1 + 0x2 * v0 & (-0x2) * v0 + (-0x1) * v1) + (v1 + 0x2 * v0 & (-0x1) + (-0x2) * v0 + (-0x1) * v1 + (v1 + 0x2 * v0 & (-0x2) * v0 + (-0x1) * v1))	(v0) + (v1)	(v0) + (v1)	v0 + v1
loki_tiny.csv	3979	p7e	p9l_base	required_p7e_loki_tiny_csv_3979	diagnostic_p9l_base_loki_tiny_csv_3979	84	37	5	5	3	e28f4276654333b3	a38bad52c39406cc	3d54a8dc81ba06e8	3d54a8dc81ba06e8	536a9b6c358c7562	ac14efec2ce417ba	b1d431c26b0a7737	((-0x1) * (((~ ((-0x1) * v0) ^ (~ (~ ((-0x1) * v0) & ~ (~ ((-0x1) * v0) | v1)) | (~ ((-0x1) * v0) | v1))) + (-0x1) * v1) + (-0x1) * v1) | (-0x1) * ((~ (~ ((-0x1) * v0) & (~ ((-0x1) * v0) | v1)) + (-0x1) * v1) + (-0x1) * v1) + ((~ (~ ((-0x1) * v0) & (~ ((-0x1) * v0) | v1)) + (-0x1) * v1) + (-0x1) * v1 | (-0x1) * ((~ (~ ((-0x1) * v0) & (~ ((-0x1) * v0) | v1)) + (-0x1) * v1) + (-0x1) * v1))) + (-0x1) * v1	0x2 * v0 + 0x3 * v1 + (-0x1) * (v0 + 0x2 * v1 & v0 + 0x2 * v1 + (-0x1) * (v0 + 0x2 * v1 & (-0x2) * v1 + (-0x1) * v0)) + (-0x1) * (v0 + 0x2 * v1 & (-0x2) * v1 + (-0x1) * v0)	(v0) + (v1)	(v0) + (v1)	v0 + v1
loki_tiny.csv	4081	p9l	p9l_base	required_p9l_loki_tiny_csv_4081	diagnostic_p9l_base_loki_tiny_csv_4081	82	19	19	3	3	fa72b3d68c43fd13	6611679f2ca405b3	6611679f2ca405b3	536a9b6c358c7562	536a9b6c358c7562	65ce940036eaf260	e1afb6199e50531c	~ ((v0 + v1 ^ v1) ^ ~ (v1 & ~ (~ (~ ((-0x1) * v1 & v1 + (-0x1) * ((-0x1) * v1 + (v1 & (~ v1 | ~ (v1 | (v1 | ~ v1)))))) & ~ (~ ((-0x1) * v1 & v1 + (-0x1) * ((-0x1) * v1 + (v1 & (~ v1 | ~ (v1 | (v1 | ~ v1)))))) & ~ (~ ((-0x1) * v1 & v1 + (-0x1) * ((-0x1) * v1 + (v1 & (~ v1 | ~ (v1 | (v1 | ~ v1))))))))))))	v0 + v1 + (-0x2) * (v1 & 0x2 * v1 & (-0x1) * v1 & v0 + v1) + (v1 & 0x2 * v1 & (-0x1) * v1)	v0 + v1 + (-0x2) * (v1 & 0x2 * v1 & (-0x1) * v1 & v0 + v1) + (v1 & 0x2 * v1 & (-0x1) * v1)	v0 + v1	v0 + v1
loki_tiny.csv	4087	p9l	p9l_base	required_p9l_loki_tiny_csv_4087	diagnostic_p9l_base_loki_tiny_csv_4087	236	22	22	3	3	3a49d1546fb36fc3	4ea8f659da4fef4b	4ea8f659da4fef4b	536a9b6c358c7562	536a9b6c358c7562	1833fa93d7a97da6	a7a23932132fd654	~ ((~ (v0 | ~ v0) ^ (v0 + ~ (~ (v0 & v1) & ~ v1)) + ~ (v0 + ~ (~ (v0 & v1) & ~ v1))) + (-0x1) * (v0 + (~ (v0 ^ ~ v0) | ~ (~ (v0 & v1) & ~ v1))) | ((~ (v0 | ~ v0) ^ (v0 + ~ (~ (v0 & v1) & ~ v1)) + ~ (v0 + ~ (~ (v0 & v1) & ~ v1))) + (-0x1) * (v0 + (~ (v0 ^ ~ v0) | ~ (~ (v0 & v1) & ~ v1)))) + (-0x1) * ((~ (v0 | ~ v0) ^ (v0 + ~ (~ (v0 & v1) & ~ v1)) + ~ (v0 + ~ (~ (v0 & v1) & ~ v1))) + (-0x1) * (v0 + (~ (v0 ^ ~ v0) | ~ (~ (v0 & v1) & ~ v1))) & ((~ (v0 | ~ v0) ^ (v0 + ~ (~ (v0 & v1) & ~ v1)) + ~ (v0 + ~ (~ (v0 & v1) & ~ v1))) + (-0x1) * (v0 + (~ (v0 ^ ~ v0) | ~ (~ (v0 & v1) & ~ v1)))) + ((~ (v0 | ~ v0) ^ (v0 + ~ (~ (v0 & v1) & ~ v1)) + ~ (v0 + ~ (~ (v0 & v1) & ~ v1))) + (-0x1) * (v0 + (~ (v0 ^ ~ v0) | ~ (~ (v0 & v1) & ~ v1))))))	v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + 0x1 + (v0 + v1 & (-0x2) + (-0x2) * v0 + (-0x2) * v1))	v0 + v1 + (-0x1) * (v0 + v1 & v0 + v1 + 0x1 + (v0 + v1 & (-0x2) + (-0x2) * v0 + (-0x2) * v1))	v0 + v1	v0 + v1
loki_tiny.csv	4220	p9l	p9l_base	required_p9l_loki_tiny_csv_4220	diagnostic_p9l_base_loki_tiny_csv_4220	55	43	43	3	3	21eda0d53536a9c0	a97f9ff414cddcae	a97f9ff414cddcae	536a9b6c358c7562	536a9b6c358c7562	34d7f89764915bf7	b093da2285bf29e5	(v0 & ((~ (v0 | ~ v0) | (-0x1) * ((-0x1) * (~ (~ (v0 | ~ v0) ^ ~ ((v0 | v1) & ~ ((-0x1) * (v0 | v1) & (-0x1) * ((v0 | v1) + (v0 | v1)))) | ~ (v0 | v1)) + ~ (v0 | v1)) + ~ (v0 | v1))) | v1)) + v1	v0 + v1 + (-0x1) * (v0 & 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	v0 + v1 + (-0x1) * (v0 & 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1)) + (v0 & v1 & 0x2 * (v0 & v1) + (-0x2) * v0 + (-0x2) * v1 & (-0x1) * v0 + (-0x1) * v1 + (v0 & v1))	v0 + v1	v0 + v1
loki_tiny.csv	4310	p9l	p9l_base	required_p9l_loki_tiny_csv_4310	diagnostic_p9l_base_loki_tiny_csv_4310	85	70	70	3	3	c0532d64b8664890	e25521ba6d4f93ba	e25521ba6d4f93ba	536a9b6c358c7562	536a9b6c358c7562	1c06298fcbd42deb	ccf86fca23487409	~ (~ ((-0x1) * ~ (~ (v0 + ~ v0) ^ ~ ((v0 ^ ~ v0) ^ ((v0 ^ ~ v0) ^ (v0 ^ ~ (v0 ^ ~ v0)))) + (-0x1) * v1) & (v0 ^ (v0 ^ ~ v0)) + ((-0x1) * v1 | ~ (v1 | ~ v1 + (-0x1) * v1))) & (~ (v0 + ~ v0) ^ (v0 ^ (v0 ^ ~ v0)) + (-0x1) * v1) | (v0 ^ (v0 ^ ~ v0)) + ((-0x1) * v1 | ~ (v1 | ~ v1 + (-0x1) * v1)))	0x1 + 0x2 * v0 + (-0x1) * (v1 & (-0x1) * v1) + (-0x1) * (v1 & (-0x1) + (-0x2) * v1) + (-0x1) * ((-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 + (-0x1) + (-0x1) * v0 + (-0x1) * (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1) + (v1 & (-0x1) + (-0x2) * v1) + ((-0x1) * v1 & (-0x1) + (-0x2) * v1) & (-0x1) + (-0x1) * v0 + (-0x1) * v1)	0x1 + 0x2 * v0 + (-0x1) * (v1 & (-0x1) * v1) + (-0x1) * (v1 & (-0x1) + (-0x2) * v1) + (-0x1) * ((-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 + (-0x1) + (-0x1) * v0 + (-0x1) * (v1 & (-0x1) * v1 & (-0x1) + (-0x2) * v1) + (v1 & (-0x1) * v1) + (v1 & (-0x1) + (-0x2) * v1) + ((-0x1) * v1 & (-0x1) + (-0x2) * v1) & (-0x1) + (-0x1) * v0 + (-0x1) * v1)	v0 + v1	v0 + v1
loki_tiny.csv	4549	p9l	p9l_base	required_p9l_loki_tiny_csv_4549	diagnostic_p9l_base_loki_tiny_csv_4549	208	35	35	3	3	79c24b7db36c856b	5d696029f350dd32	5d696029f350dd32	536a9b6c358c7562	536a9b6c358c7562	399bf2277e12730c	1ee2486471455269	(-0x1) * ((-0x1) * v0 + (v0 + ~ (~ ((((v0 & (v0 | v0 + v1)) & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1))) & (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1)))) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1))))) & (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + (-0x1) * (((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1) + ~ ((-0x1) * ((v0 & ~ (v0 + v1) ^ v0 + v1) & v0 + v1)))))))	v0 + v1 + (-0x1) * (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1) + (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1 & (-0x1) * v0 + (-0x1) * v1)	v0 + v1 + (-0x1) * (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1) + (0x1 + (-0x1) * v0 + (-0x1) * v1 & (-0x2) + 0x2 * v0 + 0x2 * v1 & (-0x1) * v0 + (-0x1) * v1)	v0 + v1	v0 + v1
loki_tiny.csv	4581	p7e	p9l_base	required_p7e_loki_tiny_csv_4581	diagnostic_p9l_base_loki_tiny_csv_4581	41	62	5	5	3	51e69a47c72e2179	40d0d2a40d48a266	3d54a8dc81ba06e8	3d54a8dc81ba06e8	536a9b6c358c7562	44a508493a9bd91c	57dbc9f6da6b5c25	v0 + (((-0x1) * v0 ^ ((-0x1) * v0 & (~ (~ ((-0x1) * v0 | ~ (~ (v0 & (-0x1) * v0 + (v0 + v0))) + v1) + (v0 + v1)) | v0 + v1) ^ v1)) ^ ~ (v0 + ~ v0))	v0 + v1 + 0x2 * (v1 & (-0x1) * v0 & v0 + v1 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + (-0x2) * (v1 & (-0x1) * v0 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + (-0x1) * ((-0x1) * v0 & v0 + v1 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1)) + ((-0x1) * v0 & v0 + (-0x1) + ((-0x1) * v0 & v0 + v1))	(v0) + (v1)	(v0) + (v1)	v0 + v1
loki_tiny.csv	4583	p9l	p9l_base	required_p9l_loki_tiny_csv_4583	diagnostic_p9l_base_loki_tiny_csv_4583	58	52	52	3	3	06b8b88f500a5055	47ba2b8f3ae47056	47ba2b8f3ae47056	536a9b6c358c7562	536a9b6c358c7562	654186a15ca6903a	cfd6188ac467769d	~ (~ (v0 + ((-0x1) * ((v0 | ~ (v0 | v1) ^ v1) + (-0x1) * v1) + v1)) & ~ (v1 + (-0x1) * ~ v1 & ~ (v1 + (-0x1) * ~ v1 & (-0x1) * ~ (~ ((-0x1) * (v1 + (-0x1) * ~ v1) & v1 + ~ (v1 + (~ ((-0x1) * ~ v1) + (-0x1) * v1))))))) + ~ v1	v0 + 0x1 + 0x3 * v1 + (-0x1) * ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & 0x1 + 0x2 * v1) + (-0x1) * (v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1) + ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1)	v0 + 0x1 + 0x3 * v1 + (-0x1) * ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & 0x1 + 0x2 * v1) + (-0x1) * (v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1) + ((-0x1) * (0x1 + 0x2 * v1 & (-0x1) + (-0x2) * v1) & v0 + 0x1 + 0x2 * v1 & 0x1 + 0x2 * v1)	v0 + v1	v0 + v1
loki_tiny.csv	4752	p9l	p9l_base	required_p9l_loki_tiny_csv_4752	diagnostic_p9l_base_loki_tiny_csv_4752	77	46	46	3	3	611045838a2e32e2	926f92ba0a92f553	926f92ba0a92f553	536a9b6c358c7562	536a9b6c358c7562	5275af9cc9931d8d	39ab454963d85988	((-0x1) * ((-0x1) * ~ (~ ((-0x1) * (~ ((-0x1) * v0 + ~ v1) ^ ~ ((-0x1) * v0 + ~ v1 & ~ ((-0x1) * v0 + ~ v1))) | (-0x1) * (v0 ^ ~ v0))) & ~ (~ ((-0x1) * ((-0x1) * v0 + ~ v1) | (-0x1) * (v0 ^ (v0 ^ (v0 ^ ~ v0)))))) & ((-0x1) * ((-0x1) * v0 + ~ v1) & ~ (~ ((-0x1) * ((-0x1) * v0 + ~ v1) | (-0x1) * (v0 ^ ~ v0))))) + (v0 ^ ~ v0)	(-0x1) + (v0 + v1 + 0x1 & 0x2 * (v0 & v1 & 0x1) + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1) + (-0x1) * (v0 + v1 + 0x1 & (-0x1) + 0x2 * (v0 & v1 & 0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1)))	(-0x1) + (v0 + v1 + 0x1 & 0x2 * (v0 & v1 & 0x1) + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1) + (-0x1) * (v0 + v1 + 0x1 & (-0x1) + 0x2 * (v0 & v1 & 0x1) + (-0x1) * v0 + (-0x1) * v1 + (-0x1) * (v0 & 0x1) + (-0x1) * (v1 & 0x1)))	v0 + v1	v0 + v1
loki_tiny.csv	4900	p7e	p9l_base	required_p7e_loki_tiny_csv_4900	diagnostic_p9l_base_loki_tiny_csv_4900	64	21	5	5	3	c8886ee4f084e9cf	f2f2563b5f90027e	3d54a8dc81ba06e8	3d54a8dc81ba06e8	536a9b6c358c7562	ff818c54ec9bcb88	64bfb99902b768cd	(-0x1) * (((-0x1) * (v0 | v0 & v1) + (-0x1) * (~ (~ ((-0x1) * (v0 | v0 & v1)) & ((-0x1) * (v0 | v0 & v1) ^ ~ ((-0x1) * (v0 | v0 & v1)))) & (-0x1) * v1) | (-0x1) * ((v0 ^ ~ (v0 & v1)) ^ ~ (v0 & v1) + ((v0 & v1) & ~ (v0 & v1)) | v0 & v1)) + (-0x1) * v1)	v1 + 0x2 * v0 + ((-0x1) * v0 & (-0x1) * v1) + ((-0x1) * v0 & (-0x1) * v0 + (-0x1) * ((-0x1) * v0 & (-0x1) * v1))	(v0) + (v1)	(v0) + (v1)	v0 + v1
