suite	id	result	method
local	edge0_source_ordinary_loki_tiny_csv_19704	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_19728	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_19966	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_19996	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_22103	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_23004	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_2319	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_23488	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_23652	UNSAT	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_23810	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_23816	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_24044	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_24286	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_24338	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_24490	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_24796	UNSAT	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_24869	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_24932	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_2499	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_2631	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_2729	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_2772	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_2929	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_3312	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_3424	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_3894	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_3919	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_3928	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_3979	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_4081	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_4087	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_4220	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_4310	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_4549	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_4581	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_4583	UNKNOWN	bit-fallback
local	edge0_source_ordinary_loki_tiny_csv_4752	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_4900	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_4917	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_7246	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_7492	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_8173	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_8341	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_8584	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_8982	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_9594	UNSAT	direct
local	edge0_source_ordinary_loki_tiny_csv_9810	UNSAT	direct
local	edge0_source_ordinary_qsynth_ea_csv_114	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_125	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_13	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_134	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_139	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_210	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_234	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_249	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_25	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_260	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_294	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_309	UNSAT	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_369	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_392	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_423	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_481	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_486	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_53	UNKNOWN	bit-fallback
local	edge0_source_ordinary_qsynth_ea_csv_77	UNKNOWN	bit-fallback
local	edge1_ordinary_p7e_loki_tiny_csv_11431	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_12529	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_12689	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_13078	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_13174	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_13238	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_13752	UNKNOWN	bit-fallback
local	edge1_ordinary_p7e_loki_tiny_csv_14143	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_14221	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_14369	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_14497	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_14545	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_16073	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17380	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17524	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17578	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17633	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17818	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17825	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17972	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17980	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_17981	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_18104	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_18200	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_1841	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_18437	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_18523	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_18631	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_18685	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_18731	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19290	UNKNOWN	bit-fallback
local	edge1_ordinary_p7e_loki_tiny_csv_19299	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19329	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19565	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19597	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19704	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19728	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19966	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_19996	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_22103	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_23004	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_2319	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_23488	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_23652	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_23810	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_23816	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_24044	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_24286	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_24338	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_24490	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_24796	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_24869	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_24932	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_2499	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_2631	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_2729	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_2772	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_2929	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_3312	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_3424	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_3894	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_3919	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_3928	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_3979	UNKNOWN	bit-fallback
local	edge1_ordinary_p7e_loki_tiny_csv_4081	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4087	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4220	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4310	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4549	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4581	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4583	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4752	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4900	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_4917	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_7246	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_7492	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_8173	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_8341	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_8584	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_8982	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_9594	UNSAT	direct
local	edge1_ordinary_p7e_loki_tiny_csv_9810	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_114	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_125	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_13	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_134	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_139	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_210	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_234	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_249	UNKNOWN	bit-fallback
local	edge1_ordinary_p7e_qsynth_ea_csv_25	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_260	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_294	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_309	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_369	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_392	UNKNOWN	bit-fallback
local	edge1_ordinary_p7e_qsynth_ea_csv_423	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_481	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_486	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_53	UNSAT	direct
local	edge1_ordinary_p7e_qsynth_ea_csv_77	UNSAT	direct
local	edge2_p11a_qsynth_ea_csv_125	UNSAT	direct
local	edge2_p11a_qsynth_ea_csv_13	UNKNOWN	bit-fallback
local	edge2_p11a_qsynth_ea_csv_134	UNSAT	direct
local	edge2_p11a_qsynth_ea_csv_210	UNSAT	bit-fallback
local	edge2_p11a_qsynth_ea_csv_234	UNKNOWN	bit-fallback
local	edge2_p11a_qsynth_ea_csv_260	UNSAT	bit-fallback
local	edge2_p11a_qsynth_ea_csv_294	UNKNOWN	bit-fallback
local	edge2_p11a_qsynth_ea_csv_369	UNKNOWN	bit-fallback
local	edge2_p11a_qsynth_ea_csv_481	UNKNOWN	bit-fallback
local	edge2_p11a_qsynth_ea_csv_486	UNKNOWN	bit-fallback
local	edge2_p11a_qsynth_ea_csv_53	UNKNOWN	bit-fallback
local	edge2_p11a_qsynth_ea_csv_77	UNSAT	bit-fallback
local	edge2_p11b_qsynth_ea_csv_114	UNSAT	direct
local	edge2_p11b_qsynth_ea_csv_139	UNKNOWN	bit-fallback
local	edge2_p11b_qsynth_ea_csv_25	UNSAT	bit-fallback
local	edge2_p11b_qsynth_ea_csv_423	UNKNOWN	bit-fallback
local	edge2_p7e_loki_tiny_csv_13238	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_13752	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_1841	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_18731	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_19290	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_19299	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_19996	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_2772	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_3928	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_3979	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_4581	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_4900	UNSAT	direct
local	edge2_p7e_loki_tiny_csv_4917	UNSAT	direct
local	edge2_p7e_qsynth_ea_csv_249	UNSAT	direct
local	edge2_p7e_qsynth_ea_csv_309	UNSAT	direct
local	edge2_p7e_qsynth_ea_csv_392	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_11431	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_12529	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_12689	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_13078	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_13174	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_14143	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_14221	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_14369	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_14497	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_14545	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_16073	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_17380	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17524	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17578	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17633	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17818	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17825	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17972	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17980	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_17981	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_18104	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_18200	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_18437	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_18523	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_18631	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_18685	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_19329	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_19565	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_19597	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_19704	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_19728	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_19966	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_22103	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_23004	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_2319	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_23488	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_23652	UNSAT	bit-fallback
local	edge2_p9l_loki_tiny_csv_23810	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_23816	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_24044	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_24286	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_24338	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_24490	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_24796	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_24869	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_24932	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_2499	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_2631	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_2729	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_2929	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_3312	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_3424	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_3894	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_3919	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_4081	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_4087	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_4220	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_4310	UNKNOWN	bit-fallback
local	edge2_p9l_loki_tiny_csv_4549	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_4583	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_4752	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_7246	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_7492	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_8173	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_8341	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_8584	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_8982	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_9594	UNSAT	direct
local	edge2_p9l_loki_tiny_csv_9810	UNSAT	direct
