suite	id	result
required	required_p9l_loki_tiny_csv_17825	UNSAT
required	required_p9l_loki_tiny_csv_17972	UNSAT
required	required_p9l_loki_tiny_csv_17980	UNSAT
required	required_p9l_loki_tiny_csv_17981	UNSAT
required	required_p9l_loki_tiny_csv_18104	UNSAT
required	required_p9l_loki_tiny_csv_18200	UNSAT
required	required_p9l_loki_tiny_csv_18437	UNSAT
required	required_p9l_loki_tiny_csv_18523	UNSAT
required	required_p9l_loki_tiny_csv_18631	UNSAT
required	required_p9l_loki_tiny_csv_18685	UNSAT
required	required_p9l_loki_tiny_csv_19329	UNSAT
required	required_p9l_loki_tiny_csv_19565	UNSAT
required	required_p9l_loki_tiny_csv_19597	UNSAT
required	required_p9l_loki_tiny_csv_19704	UNSAT
required	required_p9l_loki_tiny_csv_19728	UNSAT
required	required_p9l_loki_tiny_csv_19966	UNKNOWN
required	required_p9l_loki_tiny_csv_22103	UNSAT
required	required_p9l_loki_tiny_csv_23004	UNSAT
required	required_p9l_loki_tiny_csv_2319	UNSAT
required	required_p9l_loki_tiny_csv_23488	UNSAT
required	required_p9l_loki_tiny_csv_23652	UNKNOWN
required	required_p9l_loki_tiny_csv_23810	UNSAT
required	required_p9l_loki_tiny_csv_23816	UNSAT
required	required_p9l_loki_tiny_csv_24044	UNSAT
required	required_p9l_loki_tiny_csv_24286	UNSAT
required	required_p9l_loki_tiny_csv_24338	UNSAT
required	required_p9l_loki_tiny_csv_24490	UNSAT
required	required_p9l_loki_tiny_csv_24796	UNKNOWN
required	required_p9l_loki_tiny_csv_24869	UNSAT
required	required_p9l_loki_tiny_csv_24932	UNSAT
required	required_p9l_loki_tiny_csv_2499	UNSAT
required	required_p9l_loki_tiny_csv_2631	UNSAT
required	required_p9l_loki_tiny_csv_2729	UNSAT
required	required_p9l_loki_tiny_csv_2929	UNSAT
required	required_p9l_loki_tiny_csv_3312	UNSAT
required	required_p9l_loki_tiny_csv_3424	UNSAT
required	required_p9l_loki_tiny_csv_3894	UNSAT
required	required_p9l_loki_tiny_csv_3919	UNSAT
required	required_p9l_loki_tiny_csv_4081	UNSAT
required	required_p9l_loki_tiny_csv_4087	UNSAT
required	required_p9l_loki_tiny_csv_4220	UNSAT
required	required_p9l_loki_tiny_csv_4310	UNSAT
required	required_p9l_loki_tiny_csv_4549	UNSAT
required	required_p9l_loki_tiny_csv_4583	UNSAT
required	required_p9l_loki_tiny_csv_4752	UNSAT
required	required_p9l_loki_tiny_csv_7246	UNSAT
required	required_p9l_loki_tiny_csv_7492	UNSAT
required	required_p9l_loki_tiny_csv_8173	UNSAT
required	required_p9l_loki_tiny_csv_8341	UNSAT
required	required_p9l_loki_tiny_csv_8584	UNSAT
required	required_p9l_loki_tiny_csv_8982	UNSAT
required	required_p9l_loki_tiny_csv_9594	UNSAT
required	required_p9l_loki_tiny_csv_9810	UNSAT
diagnostic	diagnostic_p11a_qsynth_ea_csv_125	UNSAT
diagnostic	diagnostic_p11a_qsynth_ea_csv_13	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_134	UNSAT
diagnostic	diagnostic_p11a_qsynth_ea_csv_210	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_234	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_260	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_294	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_369	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_481	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_486	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_53	UNKNOWN
diagnostic	diagnostic_p11a_qsynth_ea_csv_77	UNKNOWN
diagnostic	diagnostic_p11b_qsynth_ea_csv_114	UNSAT
diagnostic	diagnostic_p11b_qsynth_ea_csv_139	UNKNOWN
diagnostic	diagnostic_p11b_qsynth_ea_csv_25	UNKNOWN
diagnostic	diagnostic_p11b_qsynth_ea_csv_423	UNKNOWN
diagnostic	diagnostic_p7e_qsynth_ea_csv_249	UNKNOWN
diagnostic	diagnostic_p7e_qsynth_ea_csv_309	UNSAT
diagnostic	diagnostic_p7e_qsynth_ea_csv_392	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_11431	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_12529	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_12689	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_13078	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_13174	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_13238	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_13752	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_14143	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_14221	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_14369	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_14497	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_14545	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_16073	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17380	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17524	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17578	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17633	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17818	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17825	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17972	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17980	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17981	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18104	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18200	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_1841	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18437	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18523	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18631	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18685	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18731	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19290	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19299	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19329	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19565	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19597	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19704	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19728	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19966	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19996	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_22103	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23004	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2319	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23488	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23652	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23810	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23816	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24044	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24286	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24338	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24490	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24796	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24869	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24932	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2499	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2631	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2729	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2772	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2929	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3312	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3424	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3894	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3919	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3928	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3979	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4081	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4087	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4220	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4310	UNKNOWN
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4549	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4581	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4583	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4752	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4900	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4917	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_7246	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_7492	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8173	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8341	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8584	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8982	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_9594	UNSAT
diagnostic	diagnostic_p9l_base_loki_tiny_csv_9810	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_11431	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_12529	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_12689	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_13078	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_13174	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_13238	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_13752	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_14143	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_14221	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_14369	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_14497	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_14545	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_16073	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_17380	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_17524	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_17578	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_17633	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_17818	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_17825	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_17972	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_17980	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_17981	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_18104	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_18200	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_1841	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_18437	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_18523	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_18631	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_18685	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_18731	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_19290	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_19299	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_19329	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_19565	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_19597	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_19704	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_19728	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_19966	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_19996	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_22103	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_23004	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_2319	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_23488	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_23652	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_23810	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_23816	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_24044	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_24286	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_24338	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_24490	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_24796	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_24869	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_24932	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_2499	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_2631	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_2729	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_2772	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_2929	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_3312	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_3424	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_3894	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_3919	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_3928	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_3979	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_4081	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_4087	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_4220	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_4310	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_4549	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_4581	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_4583	UNKNOWN
local	edge0_source_ordinary_loki_tiny_csv_4752	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_4900	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_4917	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_7246	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_7492	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_8173	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_8341	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_8584	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_8982	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_9594	UNSAT
local	edge0_source_ordinary_loki_tiny_csv_9810	UNSAT
local	edge0_source_ordinary_qsynth_ea_csv_114	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_125	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_13	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_134	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_139	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_210	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_234	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_249	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_25	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_260	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_294	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_309	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_369	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_392	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_423	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_481	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_486	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_53	UNKNOWN
local	edge0_source_ordinary_qsynth_ea_csv_77	UNKNOWN
local	edge1_ordinary_p7e_loki_tiny_csv_11431	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_12529	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_12689	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_13078	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_13174	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_13238	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_13752	UNKNOWN
local	edge1_ordinary_p7e_loki_tiny_csv_14143	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_14221	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_14369	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_14497	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_14545	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_16073	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17380	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17524	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17578	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17633	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17818	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17825	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17972	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17980	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_17981	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_18104	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_18200	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_1841	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_18437	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_18523	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_18631	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_18685	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_18731	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19290	UNKNOWN
local	edge1_ordinary_p7e_loki_tiny_csv_19299	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19329	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19565	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19597	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19704	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19728	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19966	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_19996	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_22103	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_23004	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_2319	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_23488	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_23652	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_23810	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_23816	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_24044	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_24286	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_24338	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_24490	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_24796	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_24869	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_24932	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_2499	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_2631	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_2729	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_2772	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_2929	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_3312	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_3424	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_3894	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_3919	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_3928	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_3979	UNKNOWN
local	edge1_ordinary_p7e_loki_tiny_csv_4081	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4087	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4220	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4310	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4549	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4581	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4583	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4752	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4900	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_4917	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_7246	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_7492	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_8173	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_8341	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_8584	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_8982	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_9594	UNSAT
local	edge1_ordinary_p7e_loki_tiny_csv_9810	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_114	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_125	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_13	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_134	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_139	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_210	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_234	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_249	UNKNOWN
local	edge1_ordinary_p7e_qsynth_ea_csv_25	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_260	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_294	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_309	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_369	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_392	UNKNOWN
local	edge1_ordinary_p7e_qsynth_ea_csv_423	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_481	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_486	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_53	UNSAT
local	edge1_ordinary_p7e_qsynth_ea_csv_77	UNSAT
local	edge2_p11a_qsynth_ea_csv_125	UNSAT
local	edge2_p11a_qsynth_ea_csv_13	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_134	UNSAT
local	edge2_p11a_qsynth_ea_csv_210	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_234	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_260	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_294	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_369	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_481	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_486	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_53	UNKNOWN
local	edge2_p11a_qsynth_ea_csv_77	UNKNOWN
local	edge2_p11b_qsynth_ea_csv_114	UNSAT
local	edge2_p11b_qsynth_ea_csv_139	UNKNOWN
local	edge2_p11b_qsynth_ea_csv_25	UNKNOWN
local	edge2_p11b_qsynth_ea_csv_423	UNKNOWN
local	edge2_p7e_loki_tiny_csv_13238	UNSAT
local	edge2_p7e_loki_tiny_csv_13752	UNSAT
local	edge2_p7e_loki_tiny_csv_1841	UNSAT
local	edge2_p7e_loki_tiny_csv_18731	UNSAT
local	edge2_p7e_loki_tiny_csv_19290	UNSAT
local	edge2_p7e_loki_tiny_csv_19299	UNSAT
