dataset	line	retained_pass	retained_hash	retained_ast	retained_z3	best_pass	best_hash	best_ast	best_z3
qsynth_ea.csv	13	p11a	50da0417ec6e4c39	(0x2 * v1 ^ v1 * v1) & v1 * ~ (v0 + v1 * v1)	UNKNOWN	p11a	50da0417ec6e4c39	(0x2 * v1 ^ v1 * v1) & v1 * ~ (v0 + v1 * v1)	UNKNOWN
qsynth_ea.csv	25	p11b	86d5e90cc7a70f8d	~ v2 & ~ v3 | v3 + (v3 | 0x2 * v2)	UNKNOWN	p11b	86d5e90cc7a70f8d	~ v2 & ~ v3 | v3 + (v3 | 0x2 * v2)	UNSAT
qsynth_ea.csv	53	p11a	fb736aa5ac2f81c4	(-0x1) * (~ (v2 | v1 * (v1 + (v1 | v2))) & v0) + (v0 & v1 & (-0x1) * (0x1 + (v2 | v1 * (v1 + (v1 | v2))))) + ((~ v1 | v2) | v1 * (v1 + (v1 | v2)))	UNKNOWN	p11a	fb736aa5ac2f81c4	(-0x1) * (~ (v2 | v1 * (v1 + (v1 | v2))) & v0) + (v0 & v1 & (-0x1) * (0x1 + (v2 | v1 * (v1 + (v1 | v2))))) + ((~ v1 | v2) | v1 * (v1 + (v1 | v2)))	UNKNOWN
qsynth_ea.csv	77	p11a	0f803cd9f69b461b	(-0x1) * ((-0x1) * (0x2 * v2 & (v0 + v2 | v2 * v2)) + (v0 | v2))	UNKNOWN	p11a	0f803cd9f69b461b	(-0x1) * ((-0x1) * (0x2 * v2 & (v0 + v2 | v2 * v2)) + (v0 | v2))	UNSAT
qsynth_ea.csv	114	p11b	06b3d529fcaaa814	(-0x1) * (v4 ^ (-0x1) * v1) & (-0x1) * (v4 & ~ v1)	UNSAT	p11b	06b3d529fcaaa814	(-0x1) * (v4 ^ (-0x1) * v1) & (-0x1) * (v4 & ~ v1)	UNSAT
qsynth_ea.csv	125	p11a	46ff6f59c67c431b	v2 + (v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * v4 & (-0x1) * v2 + (-0x1) * (v2 & v3 & v3 + (-0x1)) + (v2 & v3 + (-0x1)) & v3 * v3) + ~ (v2 & v3 + (-0x1))	UNKNOWN	p11a	46ff6f59c67c431b	v2 + (v2 & v3 & v3 + (-0x1)) + (v2 + (-0x1) * v4 & (-0x1) * v2 + (-0x1) * (v2 & v3 & v3 + (-0x1)) + (v2 & v3 + (-0x1)) & v3 * v3) + ~ (v2 & v3 + (-0x1))	UNSAT
qsynth_ea.csv	134	p11a	8e743a8ce8c0fcb4	~ (v2 + v4 + (-0x1) + (v2 & v4 & ~ (v2 + v4)) & v2 + (-0x1) + 0x2 * v4 + (-0x2) * (v4 & v2 + v4) + (-0x1) * (v4 * v4))	UNKNOWN	p11a	8e743a8ce8c0fcb4	~ (v2 + v4 + (-0x1) + (v2 & v4 & ~ (v2 + v4)) & v2 + (-0x1) + 0x2 * v4 + (-0x2) * (v4 & v2 + v4) + (-0x1) * (v4 * v4))	UNSAT
qsynth_ea.csv	139	p11b	3b1b325e3bb94f94	v1 & v2 ^ v2 & v0 ^ (-0x1) * (~ (v1 + v2) ^ v0)	UNKNOWN	p11b	3b1b325e3bb94f94	v1 & v2 ^ v2 & v0 ^ (-0x1) * (~ (v1 + v2) ^ v0)	UNKNOWN
qsynth_ea.csv	210	p11a	c000e48010eb9fe1	v2 & (0x2 * v3 ^ v3 + (-0x1) * v2) & v3 * ((-0x1) * v3 + v2)	UNKNOWN	p11a	c000e48010eb9fe1	v2 & (0x2 * v3 ^ v3 + (-0x1) * v2) & v3 * ((-0x1) * v3 + v2)	UNKNOWN
qsynth_ea.csv	234	p11a	1821135fa2ef742b	v2 * v3 ^ v3 * v3 | v2 * v3 * (v3 & v2 + (-0x1))	UNKNOWN	p11a	1821135fa2ef742b	v2 * v3 ^ v3 * v3 | v2 * v3 * (v3 & v2 + (-0x1))	UNKNOWN
qsynth_ea.csv	249	p7e	b683f48bd39dd294	v1 + 0x2 * v0 + 0x4 * (v0 & v1 & v0 + v1) + 0x4 * (v0 & v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + 0x4 * (v0 & v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + 0x4 * (v1 & v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x8) * (v0 & v1 & v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x2) * (v0 & v1) + (-0x2) * (v0 & v0 + v1) + (-0x2) * (v0 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x2) * (v1 & v0 + v1) + (-0x2) * (v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x2) * (v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x1) * (v0 * v1)	UNKNOWN	p7e	b683f48bd39dd294	v1 + 0x2 * v0 + 0x4 * (v0 & v1 & v0 + v1) + 0x4 * (v0 & v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + 0x4 * (v0 & v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + 0x4 * (v1 & v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x8) * (v0 & v1 & v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x2) * (v0 & v1) + (-0x2) * (v0 & v0 + v1) + (-0x2) * (v0 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x2) * (v1 & v0 + v1) + (-0x2) * (v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x2) * (v0 + v1 & (-0x1) * v1 + (-0x1) * (v0 * v1)) + (-0x1) * (v0 * v1)	UNKNOWN
qsynth_ea.csv	260	p11a	67ad36ac25a46858	~ ((-0x1) + (-0x2) * (v0 * v4) & v3 + (v0 & (-0x1) * v0 + (-0x1) * v3 + (v4 & v0 + (-0x1))) + ~ (v4 & v0 + (-0x1)))	UNKNOWN	p11a	67ad36ac25a46858	~ ((-0x1) + (-0x2) * (v0 * v4) & v3 + (v0 & (-0x1) * v0 + (-0x1) * v3 + (v4 & v0 + (-0x1))) + ~ (v4 & v0 + (-0x1)))	UNSAT
qsynth_ea.csv	294	p11a	0f516da5d4b53c07	v1 * ((-0x2) * v2 ^ 0x2 * (v2 & v2 + (-0x1))) ^ v1 + v2 * v2 & v1 * ((-0x2) * v2 ^ 0x2 * (v2 & v2 + (-0x1)))	UNKNOWN	p11a	0f516da5d4b53c07	v1 * ((-0x2) * v2 ^ 0x2 * (v2 & v2 + (-0x1))) ^ v1 + v2 * v2 & v1 * ((-0x2) * v2 ^ 0x2 * (v2 & v2 + (-0x1)))	UNKNOWN
qsynth_ea.csv	309	p7e	0721fcf949ab6e8b	(-0x1) * v4 + (-0x1) * (v2 + 0x1 & v3 + (-0x1) * v4 & v4 + (-0x1)) + (v2 + 0x1 & v4 + (-0x1)) + (v3 + (-0x1) * v4 & v4 + (-0x1))	UNSAT	p7e	0721fcf949ab6e8b	(-0x1) * v4 + (-0x1) * (v2 + 0x1 & v3 + (-0x1) * v4 & v4 + (-0x1)) + (v2 + 0x1 & v4 + (-0x1)) + (v3 + (-0x1) * v4 & v4 + (-0x1))	UNSAT
qsynth_ea.csv	369	p11a	5f77fed987cd2899	v2 + (-0x1) + (v3 & ~ (v3 * (v2 | v2 + v3)))	UNKNOWN	p11a	5f77fed987cd2899	v2 + (-0x1) + (v3 & ~ (v3 * (v2 | v2 + v3)))	UNKNOWN
qsynth_ea.csv	392	p7e	185fcf203c4e44b7	0x2 * v3 + 0x3 * v4 + (-0x1) * (v3 & 0x2 * v4) + (-0x1) * (v3 & v3 + v4) + (-0x1) * (0x2 * v4 & v3 + v4) + (v3 & 0x2 * v4 & v3 + v4)	UNKNOWN	p7e	185fcf203c4e44b7	0x2 * v3 + 0x3 * v4 + (-0x1) * (v3 & 0x2 * v4) + (-0x1) * (v3 & v3 + v4) + (-0x1) * (0x2 * v4 & v3 + v4) + (v3 & 0x2 * v4 & v3 + v4)	UNKNOWN
qsynth_ea.csv	423	p11b	1218f23d6ce9b460	v0 | v2 + v0 + (v2 | 0x2 * v0)	UNKNOWN	p11b	1218f23d6ce9b460	v0 | v2 + v0 + (v2 | 0x2 * v0)	UNKNOWN
qsynth_ea.csv	481	p11a	079f23db709eae50	(-0x2) * v1 ^ (-0x1) * v0 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & ~ (v0 + (v0 & v1))) + (-0x1) * (v0 * v2 & ~ (v0 + (v0 & v1))) + (v0 & ~ (v0 + (v0 & v1)) & v0 * v2)	UNKNOWN	p11a	079f23db709eae50	(-0x2) * v1 ^ (-0x1) * v0 + (-0x1) * (v0 & v1) + (-0x1) * (v0 & ~ (v0 + (v0 & v1))) + (-0x1) * (v0 * v2 & ~ (v0 + (v0 & v1))) + (v0 & ~ (v0 + (v0 & v1)) & v0 * v2)	UNKNOWN
qsynth_ea.csv	486	p11a	ab79f0251e3cf510	(-0x1) * v0 + (v0 & v2 + (-0x1)) ^ (v1 + v2) * ((-0x1) * (v2 & (v1 | v0)))	UNKNOWN	p11a	ab79f0251e3cf510	(-0x1) * v0 + (v0 & v2 + (-0x1)) ^ (v1 + v2) * ((-0x1) * (v2 & (v1 | v0)))	UNKNOWN
