suite	id	result	method
diagnostic	diagnostic_p9l_base_loki_tiny_csv_14545	UNKNOWN	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_16073	UNSAT	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17380	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17524	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17578	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17633	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17818	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17825	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17972	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17980	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_17981	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18104	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18200	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_1841	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18437	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18523	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18631	UNSAT	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18685	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_18731	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19290	UNKNOWN	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19299	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19329	UNSAT	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19565	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19597	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19704	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19728	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19966	UNKNOWN	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_19996	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_22103	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23004	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2319	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23488	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23652	UNSAT	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23810	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_23816	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24044	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24286	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24338	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24490	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24796	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24869	UNKNOWN	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_24932	UNKNOWN	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2499	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2631	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2729	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2772	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_2929	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3312	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3424	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3894	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3919	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3928	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_3979	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4081	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4087	UNSAT	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4220	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4310	UNKNOWN	bit-fallback
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4549	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4581	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4583	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4752	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4900	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_4917	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_7246	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_7492	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8173	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8341	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8584	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_8982	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_9594	UNSAT	direct
diagnostic	diagnostic_p9l_base_loki_tiny_csv_9810	UNSAT	direct
